Id	Ref_Name	Language_Type	Part2B	Part2T	Part1	Scope			Comment
snj	Riverain Sango	L				I			
snk	Soninke	L	snk	snk		I			
snl	Sangil	L				I			
snm	Southern Ma'di	L				I			
snn	Siona	L				I			
sno	Snohomish	L				I			
snp	Siane	L				I			
snq	Sangu (Gabon)	L				I			
snr	Sihan	L				I			
sns	South West Bay	L				I			
snu	Senggi	L				I			
snv	Sa'ban	L				I			
snw	Selee	L				I			
snx	Sam	L				I			
sny	Saniyo-Hiyewe	L				I			
snz	Kou	L				I			
soa	Thai Song	L				I			
sob	Sobei	L				I			
soc	So (Democratic Republic of Congo)	L				I			
sod	Songoora	L				I			
soe	Songomeno	L				I			
sog	Sogdian	A	sog	sog		I			
soh	Aka	L				I			
soi	Sonha	L				I			
soj	Soi	L				I			
sok	Sokoro	L				I			
sol	Solos	L				I			
som	Somali	L	som	som	so	I			
soo	Songo	L				I			
sop	Songe	L				I			
soq	Kanasi	L				I			
sor	Somrai	L				I			
sos	Seeku	L				I			
sot	Southern Sotho	L	sot	sot	st	I			
sou	Southern Thai	L				I			
sov	Sonsorol	L				I			
sow	Sowanda	L				I			
sox	Swo	L				I			
soy	Miyobe	L				I			
soz	Temi	L				I			
spa	Spanish	L	spa	spa	es	I			
spb	Sepa (Indonesia)	L				I			
spc	Sapé	L				I			
spd	Saep	L				I			
spe	Sepa (Papua New Guinea)	L				I			
spg	Sian	L				I			
spi	Saponi	L				I			
spk	Sengo	L				I			
spl	Selepet	L				I			
spm	Akukem	L				I			
spn	Sanapaná	L				I			
spo	Spokane	L				I			
spp	Supyire Senoufo	L				I			
spq	Loreto-Ucayali Spanish	L				I			
spr	Saparua	L				I			
sps	Saposa	L				I			
spt	Spiti Bhoti	L				I			
spu	Sapuan	L				I			
spv	Sambalpuri	L				I			
spx	South Picene	A				I			
spy	Sabaot	L				I			
sqa	Shama-Sambuga	L				I			
sqh	Shau	L				I			
sqi	Albanian	L	alb	sqi	sq	M			
sqk	Albanian Sign Language	L				I			
sqm	Suma	L				I			
sqn	Susquehannock	E				I			
sqo	Sorkhei	L				I			
sqq	Sou	L				I			
sqr	Siculo Arabic	H				I			
sqs	Sri Lankan Sign Language	L				I			
sqt	Soqotri	L				I			
squ	Squamish	L				I			
sqx	Kufr Qassem Sign Language (KQSL)	L				I			
sra	Saruga	L				I			
srb	Sora	L				I			
src	Logudorese Sardinian	L				I			
srd	Sardinian	L	srd	srd	sc	M			
sre	Sara	L				I			
srf	Nafi	L				I			
srg	Sulod	L				I			
srh	Sarikoli	L				I			
sri	Siriano	L				I			
srk	Serudung Murut	L				I			
srl	Isirawa	L				I			
srm	Saramaccan	L				I			
srn	Sranan Tongo	L	srn	srn		I			
sro	Campidanese Sardinian	L				I			
srp	Serbian	L	srp	srp	sr	I			
srq	Sirionó	L				I			
srr	Serer	L	srr	srr		I			
srs	Sarsi	L				I			
srt	Sauri	L				I			
sru	Suruí	L				I			
srv	Southern Sorsoganon	L				I			
srw	Serua	L				I			
srx	Sirmauri	L				I			
sry	Sera	L				I			
srz	Shahmirzadi	L				I			
ssb	Southern Sama	L				I			
ssc	Suba-Simbiti	L				I			
ssd	Siroi	L				I			
sse	Balangingi	L				I			
ssf	Thao	L				I			
ssg	Seimat	L				I			
ssh	Shihhi Arabic	L				I			
ssi	Sansi	L				I			
ssj	Sausi	L				I			
ssk	Sunam	L				I			
ssl	Western Sisaala	L				I			
ssm	Semnam	L				I			
ssn	Waata	L				I			
sso	Sissano	L				I			
ssp	Spanish Sign Language	L				I			
ssq	So'a	L				I			
ssr	Swiss-French Sign Language	L				I			
sss	Sô	L				I			
sst	Sinasina	L				I			
ssu	Susuami	L				I			
ssv	Shark Bay	L				I			
ssw	Swati	L	ssw	ssw	ss	I			
ssx	Samberigi	L				I			
ssy	Saho	L				I			
ssz	Sengseng	L				I			
sta	Settla	L				I			
stb	Northern Subanen	L				I			
std	Sentinel	L				I			
ste	Liana-Seti	L				I			
stf	Seta	L				I			
stg	Trieng	L				I			
sth	Shelta	L				I			
sti	Bulo Stieng	L				I			
stj	Matya Samo	L				I			
stk	Arammba	L				I			
stl	Stellingwerfs	L				I			
stm	Setaman	L				I			
stn	Owa	L				I			
sto	Stoney	L				I			
stp	Southeastern Tepehuan	L				I			
stq	Saterfriesisch	L				I			
str	Straits Salish	L				I			
sts	Shumashti	L				I			
stt	Budeh Stieng	L				I			
stu	Samtao	L				I			
stv	Silt'e	L				I			
stw	Satawalese	L				I			
sty	Siberian Tatar	L				I			
sua	Sulka	L				I			
sub	Suku	L				I			
suc	Western Subanon	L				I			
sue	Suena	L				I			
sug	Suganga	L				I			
sui	Suki	L				I			
suj	Shubi	L				I			
suk	Sukuma	L	suk	suk		I			
sun	Sundanese	L	sun	sun	su	I			
suo	Bouni	L				I			
suq	Tirmaga-Chai Suri	L				I			
sur	Mwaghavul	L				I			
sus	Susu	L	sus	sus		I			
sut	Subtiaba	E				I			
suv	Puroik	L				I			
suw	Sumbwa	L				I			
sux	Sumerian	A	sux	sux		I			
suy	Suyá	L				I			
suz	Sunwar	L				I			
sva	Svan	L				I			
svb	Ulau-Suain	L				I			
svc	Vincentian Creole English	L				I			
sve	Serili	L				I			
svk	Slovakian Sign Language	L				I			
svm	Slavomolisano	L				I			
svs	Savosavo	L				I			
svx	Skalvian	H				I			
swa	Swahili (macrolanguage)	L	swa	swa	sw	M			
swb	Maore Comorian	L				I			
swc	Congo Swahili	L				I			
swe	Swedish	L	swe	swe	sv	I			
swf	Sere	L				I			
swg	Swabian	L				I			
swh	Swahili (individual language)	L				I			
swi	Sui	L				I			
swj	Sira	L				I			
swk	Malawi Sena	L				I			
swl	Swedish Sign Language	L				I			
swm	Samosa	L				I			
swn	Sawknah	L				I			
swo	Shanenawa	L				I			
swp	Suau	L				I			
swq	Sharwa	L				I			
swr	Saweru	L				I			
sws	Seluwasan	L				I			
swt	Sawila	L				I			
swu	Suwawa	L				I			
swv	Shekhawati	L				I			
sww	Sowa	E				I			
swx	Suruahá	L				I			
swy	Sarua	L				I			
sxb	Suba	L				I			
sxc	Sicanian	A				I			
sxe	Sighu	L				I			
sxg	Shuhi	L				I			
sxk	Southern Kalapuya	E				I			
sxl	Selian	E				I			
sxm	Samre	L				I			
sxn	Sangir	L				I			
sxo	Sorothaptic	A				I			
sxr	Saaroa	L				I			
sxs	Sasaru	L				I			
sxu	Upper Saxon	L				I			
sxw	Saxwe Gbe	L				I			
sya	Siang	L				I			
syb	Central Subanen	L				I			
syc	Classical Syriac	H	syc	syc		I			
syi	Seki	L				I			
syk	Sukur	L				I			
syl	Sylheti	L				I			
sym	Maya Samo	L				I			
syn	Senaya	L				I			
syo	Suoy	L				I			
syr	Syriac	L	syr	syr		M			
sys	Sinyar	L				I			
syw	Kagate	L				I			
syx	Samay	L				I			
syy	Al-Sayyid Bedouin Sign Language	L				I			
sza	Semelai	L				I			
szb	Ngalum	L				I			
szc	Semaq Beri	L				I			
szd	Seru	E				I			
sze	Seze	L				I			
szg	Sengele	L				I			
szl	Silesian	L				I			
szn	Sula	L				I			
szp	Suabo	L				I			
szs	Solomon Islands Sign Language	L				I			
szv	Isu (Fako Division)	L				I			
szw	Sawai	L				I			
szy	Sakizaya	L				I			
taa	Lower Tanana	L				I			
tab	Tabassaran	L				I			
tac	Lowland Tarahumara	L				I			
tad	Tause	L				I			
tae	Tariana	L				I			
taf	Tapirapé	L				I			
tag	Tagoi	L				I			
tah	Tahitian	L	tah	tah	ty	I			
taj	Eastern Tamang	L				I			
tak	Tala	L				I			
tal	Tal	L				I			
tam	Tamil	L	tam	tam	ta	I			
tan	Tangale	L				I			
tao	Yami	L				I			
tap	Taabwa	L				I			
taq	Tamasheq	L				I			
tar	Central Tarahumara	L				I			
tas	Tay Boi	E				I			
tat	Tatar	L	tat	tat	tt	I			
tau	Upper Tanana	L				I			
tav	Tatuyo	L				I			
taw	Tai	L				I			
tax	Tamki	L				I			
tay	Atayal	L				I			
taz	Tocho	L				I			
tba	Aikanã	L				I			
tbc	Takia	L				I			
tbd	Kaki Ae	L				I			
tbe	Tanimbili	L				I			
tbf	Mandara	L				I			
tbg	North Tairora	L				I			
tbh	Dharawal	E				I			
tbi	Gaam	L				I			
tbj	Tiang	L				I			
tbk	Calamian Tagbanwa	L				I			
tbl	Tboli	L				I			
tbm	Tagbu	L				I			
tbn	Barro Negro Tunebo	L				I			
tbo	Tawala	L				I			
tbp	Taworta	L				I			
tbr	Tumtum	L				I			
tbs	Tanguat	L				I			
tbt	Tembo (Kitembo)	L				I			
tbu	Tubar	E				I			
tbv	Tobo	L				I			
tbw	Tagbanwa	L				I			
tbx	Kapin	L				I			
tby	Tabaru	L				I			
tbz	Ditammari	L				I			
tca	Ticuna	L				I			
tcb	Tanacross	L				I			
tcc	Datooga	L				I			
tcd	Tafi	L				I			
tce	Southern Tutchone	L				I			
tcf	Malinaltepec Me'phaa	L				I			
tcg	Tamagario	L				I			
tch	Turks And Caicos Creole English	L				I			
tci	Wára	L				I			
tck	Tchitchege	L				I			
tcl	Taman (Myanmar)	E				I			
tcm	Tanahmerah	L				I			
tcn	Tichurong	L				I			
tco	Taungyo	L				I			
tcp	Tawr Chin	L				I			
tcq	Kaiy	L				I			
tcs	Torres Strait Creole	L				I			
tct	T'en	L				I			
tcu	Southeastern Tarahumara	L				I			
tcw	Tecpatlán Totonac	L				I			
tcx	Toda	L				I			
tcy	Tulu	L				I			
tcz	Thado Chin	L				I			
tda	Tagdal	L				I			
tdb	Panchpargania	L				I			
tdc	Emberá-Tadó	L				I			
tdd	Tai Nüa	L				I			
tde	Tiranige Diga Dogon	L				I			
tdf	Talieng	L				I			
tdg	Western Tamang	L				I			
tdh	Thulung	L				I			
tdi	Tomadino	L				I			
tdj	Tajio	L				I			
tdk	Tambas	L				I			
tdl	Sur	L				I			
tdm	Taruma	L				I			
tdn	Tondano	L				I			
tdo	Teme	L				I			
tdq	Tita	L				I			
tdr	Todrah	L				I			
tds	Doutai	L				I			
tdt	Tetun Dili	L				I			
tdv	Toro	L				I			
tdx	Tandroy-Mahafaly Malagasy	L				I			
tdy	Tadyawan	L				I			
tea	Temiar	L				I			
teb	Tetete	E				I			
tec	Terik	L				I			
ted	Tepo Krumen	L				I			
tee	Huehuetla Tepehua	L				I			
tef	Teressa	L				I			
teg	Teke-Tege	L				I			
teh	Tehuelche	L				I			
tei	Torricelli	L				I			
tek	Ibali Teke	L				I			
tel	Telugu	L	tel	tel	te	I			
tem	Timne	L	tem	tem		I			
ten	Tama (Colombia)	E				I			
teo	Teso	L				I			
tep	Tepecano	E				I			
teq	Temein	L				I			
ter	Tereno	L	ter	ter		I			
tes	Tengger	L				I			
tet	Tetum	L	tet	tet		I			
teu	Soo	L				I			
tev	Teor	L				I			
tew	Tewa (USA)	L				I			
tex	Tennet	L				I			
tey	Tulishi	L				I			
tez	Tetserret	L				I			
tfi	Tofin Gbe	L				I			
tfn	Tanaina	L				I			
tfo	Tefaro	L				I			
tfr	Teribe	L				I			
tft	Ternate	L				I			
tga	Sagalla	L				I			
tgb	Tobilung	L				I			
tgc	Tigak	L				I			
tgd	Ciwogai	L				I			
tge	Eastern Gorkha Tamang	L				I			
tgf	Chalikha	L				I			
tgh	Tobagonian Creole English	L				I			
tgi	Lawunuia	L				I			
tgj	Tagin	L				I			
tgk	Tajik	L	tgk	tgk	tg	I			
tgl	Tagalog	L	tgl	tgl	tl	I			
tgn	Tandaganon	L				I			
tgo	Sudest	L				I			
tgp	Tangoa	L				I			
tgq	Tring	L				I			
tgr	Tareng	L				I			
tgs	Nume	L				I			
tgt	Central Tagbanwa	L				I			
tgu	Tanggu	L				I			
tgv	Tingui-Boto	E				I			
tgw	Tagwana Senoufo	L				I			
tgx	Tagish	L				I			
tgy	Togoyo	E				I			
tgz	Tagalaka	E				I			
tha	Thai	L	tha	tha	th	I			
thd	Kuuk Thaayorre	L				I			
the	Chitwania Tharu	L				I			
thf	Thangmi	L				I			
thh	Northern Tarahumara	L				I			
thi	Tai Long	L				I			
thk	Tharaka	L				I			
thl	Dangaura Tharu	L				I			
thm	Aheu	L				I			
thn	Thachanadan	L				I			
thp	Thompson	L				I			
thq	Kochila Tharu	L				I			
thr	Rana Tharu	L				I			
ths	Thakali	L				I			
tht	Tahltan	L				I			
thu	Thuri	L				I			
thv	Tahaggart Tamahaq	L				I			
thy	Tha	L				I			
thz	Tayart Tamajeq	L				I			
tia	Tidikelt Tamazight	L				I			
tic	Tira	L				I			
tif	Tifal	L				I			
tig	Tigre	L	tig	tig		I			
tih	Timugon Murut	L				I			
tii	Tiene	L				I			
tij	Tilung	L				I			
tik	Tikar	L				I			
til	Tillamook	E				I			
tim	Timbe	L				I			
tin	Tindi	L				I			
tio	Teop	L				I			
tip	Trimuris	L				I			
tiq	Tiéfo	L				I			
tir	Tigrinya	L	tir	tir	ti	I			
tis	Masadiit Itneg	L				I			
tit	Tinigua	L				I			
tiu	Adasen	L				I			
tiv	Tiv	L	tiv	tiv		I			
tiw	Tiwi	L				I			
tix	Southern Tiwa	L				I			
tiy	Tiruray	L				I			
tiz	Tai Hongjin	L				I			
tja	Tajuasohn	L				I			
tjg	Tunjung	L				I			
tji	Northern Tujia	L				I			
tjj	Tjungundji	L				I			
tjl	Tai Laing	L				I			
tjm	Timucua	E				I			
tjn	Tonjon	E				I			
tjo	Temacine Tamazight	L				I			
tjp	Tjupany	L				I			
tjs	Southern Tujia	L				I			
tju	Tjurruru	E				I			
tjw	Djabwurrung	L				I			
tka	Truká	E				I			
tkb	Buksa	L				I			
tkd	Tukudede	L				I			
tke	Takwane	L				I			
tkf	Tukumanféd	E				I			
tkg	Tesaka Malagasy	L				I			
tkl	Tokelau	L	tkl	tkl		I			
tkm	Takelma	E				I			
tkn	Toku-No-Shima	L				I			
tkp	Tikopia	L				I			
tkq	Tee	L				I			
tkr	Tsakhur	L				I			
tks	Takestani	L				I			
tkt	Kathoriya Tharu	L				I			
tku	Upper Necaxa Totonac	L				I			
tkv	Mur Pano	L				I			
tkw	Teanu	L				I			
tkx	Tangko	L				I			
tkz	Takua	L				I			
tla	Southwestern Tepehuan	L				I			
tlb	Tobelo	L				I			
tlc	Yecuatla Totonac	L				I			
tld	Talaud	L				I			
tlf	Telefol	L				I			
tlg	Tofanma	L				I			
tlh	Klingon	C	tlh	tlh		I			
tli	Tlingit	L	tli	tli		I			
tlj	Talinga-Bwisi	L				I			
tlk	Taloki	L				I			
tll	Tetela	L				I			
tlm	Tolomako	L				I			
tln	Talondo'	L				I			
tlo	Talodi	L				I			
tlp	Filomena Mata-Coahuitlán Totonac	L				I			
tlq	Tai Loi	L				I			
tlr	Talise	L				I			
tls	Tambotalo	L				I			
tlt	Sou Nama	L				I			
tlu	Tulehu	L				I			
tlv	Taliabu	L				I			
tlx	Khehek	L				I			
tly	Talysh	L				I			
tma	Tama (Chad)	L				I			
tmb	Katbol	L				I			
tmc	Tumak	L				I			
tmd	Haruai	L				I			
tme	Tremembé	E				I			
tmf	Toba-Maskoy	L				I			
tmg	Ternateño	E				I			
tmh	Tamashek	L	tmh	tmh		M			
tmi	Tutuba	L				I			
tmj	Samarokena	L				I			
tmk	Northwestern Tamang	L				I			
tml	Tamnim Citak	L				I			
tmm	Tai Thanh	L				I			
tmn	Taman (Indonesia)	L				I			
tmo	Temoq	L				I			
tmq	Tumleo	L				I			
tmr	Jewish Babylonian Aramaic (ca. 200-1200 CE)	E				I			
tms	Tima	L				I			
tmt	Tasmate	L				I			
tmu	Iau	L				I			
tmv	Tembo (Motembo)	L				I			
tmw	Temuan	L				I			
tmy	Tami	L				I			
tmz	Tamanaku	E				I			
tna	Tacana	L				I			
tnb	Western Tunebo	L				I			
tnc	Tanimuca-Retuarã	L				I			
tnd	Angosturas Tunebo	L				I			
tng	Tobanga	L				I			
tnh	Maiani	L				I			
tni	Tandia	L				I			
tnk	Kwamera	L				I			
tnl	Lenakel	L				I			
tnm	Tabla	L				I			
tnn	North Tanna	L				I			
tno	Toromono	L				I			
tnp	Whitesands	L				I			
tnq	Taino	E				I			
tnr	Ménik	L				I			
tns	Tenis	L				I			
tnt	Tontemboan	L				I			
tnu	Tay Khang	L				I			
tnv	Tangchangya	L				I			
tnw	Tonsawang	L				I			
tnx	Tanema	L				I			
tny	Tongwe	L				I			
tnz	Ten'edn	L				I			
tob	Toba	L				I			
toc	Coyutla Totonac	L				I			
tod	Toma	L				I			
tof	Gizrra	L				I			
tog	Tonga (Nyasa)	L	tog	tog		I			
toh	Gitonga	L				I			
toi	Tonga (Zambia)	L				I			
toj	Tojolabal	L				I			
tok	Toki Pona	C				I			
tol	Tolowa	E				I			
tom	Tombulu	L				I			
ton	Tonga (Tonga Islands)	L	ton	ton	to	I			
too	Xicotepec De Juárez Totonac	L				I			
top	Papantla Totonac	L				I			
toq	Toposa	L				I			
tor	Togbo-Vara Banda	L				I			
tos	Highland Totonac	L				I			
tou	Tho	L				I			
tov	Upper Taromi	L				I			
tow	Jemez	L				I			
tox	Tobian	L				I			
toy	Topoiyo	L				I			
toz	To	L				I			
tpa	Taupota	L				I			
tpc	Azoyú Me'phaa	L				I			
tpe	Tippera	L				I			
tpf	Tarpia	L				I			
tpg	Kula	L				I			
tpi	Tok Pisin	L	tpi	tpi		I			
tpj	Tapieté	L				I			
tpk	Tupinikin	E				I			
tpl	Tlacoapa Me'phaa	L				I			
tpm	Tampulma	L				I			
tpn	Tupinambá	E				I			
tpo	Tai Pao	L				I			
tpp	Pisaflores Tepehua	L				I			
tpq	Tukpa	L				I			
tpr	Tuparí	L				I			
tpt	Tlachichilco Tepehua	L				I			
tpu	Tampuan	L				I			
tpv	Tanapag	L				I			
tpw	Tupí	E				I			
tpx	Acatepec Me'phaa	L				I			
tpy	Trumai	L				I			
tpz	Tinputz	L				I			
tqb	Tembé	L				I			
tql	Lehali	L				I			
tqm	Turumsa	L				I			
tqn	Tenino	L				I			
tqo	Toaripi	L				I			
tqp	Tomoip	L				I			
tqq	Tunni	L				I			
tqr	Torona	E				I			
tqt	Western Totonac	L				I			
tqu	Touo	L				I			
tqw	Tonkawa	E				I			
tra	Tirahi	L				I			
trb	Terebu	L				I			
trc	Copala Triqui	L				I			
trd	Turi	L				I			
tre	East Tarangan	L				I			
trf	Trinidadian Creole English	L				I			
trg	Lishán Didán	L				I			
trh	Turaka	L				I			
tri	Trió	L				I			
trj	Toram	L				I			
trl	Traveller Scottish	L				I			
trm	Tregami	L				I			
trn	Trinitario	L				I			
tro	Tarao Naga	L				I			
trp	Kok Borok	L				I			
trq	San Martín Itunyoso Triqui	L				I			
trr	Taushiro	L				I			
trs	Chicahuaxtla Triqui	L				I			
trt	Tunggare	L				I			
tru	Turoyo	L				I			
trv	Sediq	L				I			
trw	Torwali	L				I			
trx	Tringgus-Sembaan Bidayuh	L				I			
try	Turung	E				I			
trz	Torá	E				I			
tsa	Tsaangi	L				I			
tsb	Tsamai	L				I			
tsc	Tswa	L				I			
tsd	Tsakonian	L				I			
tse	Tunisian Sign Language	L				I			
tsg	Tausug	L				I			
tsh	Tsuvan	L				I			
tsi	Tsimshian	L	tsi	tsi		I			
tsj	Tshangla	L				I			
tsk	Tseku	L				I			
tsl	Ts'ün-Lao	L				I			
tsm	Turkish Sign Language	L				I			
tsn	Tswana	L	tsn	tsn	tn	I			
tso	Tsonga	L	tso	tso	ts	I			
tsp	Northern Toussian	L				I			
tsq	Thai Sign Language	L				I			
tsr	Akei	L				I			
tss	Taiwan Sign Language	L				I			
tst	Tondi Songway Kiini	L				I			
tsu	Tsou	L				I			
tsv	Tsogo	L				I			
tsw	Tsishingini	L				I			
tsx	Mubami	L				I			
tsy	Tebul Sign Language	L				I			
tsz	Purepecha	L				I			
tta	Tutelo	E				I			
ttb	Gaa	L				I			
ttc	Tektiteko	L				I			
ttd	Tauade	L				I			
tte	Bwanabwana	L				I			
ttf	Tuotomb	L				I			
ttg	Tutong	L				I			
tth	Upper Ta'oih	L				I			
tti	Tobati	L				I			
ttj	Tooro	L				I			
ttk	Totoro	L				I			
ttl	Totela	L				I			
ttm	Northern Tutchone	L				I			
ttn	Towei	L				I			
tto	Lower Ta'oih	L				I			
ttp	Tombelala	L				I			
ttq	Tawallammat Tamajaq	L				I			
ttr	Tera	L				I			
tts	Northeastern Thai	L				I			
ttt	Muslim Tat	L				I			
ttu	Torau	L				I			
ttv	Titan	L				I			
ttw	Long Wat	L				I			
tty	Sikaritai	L				I			
ttz	Tsum	L				I			
tua	Wiarumus	L				I			
tub	Tübatulabal	E				I			
tuc	Mutu	L				I			
tud	Tuxá	E				I			
tue	Tuyuca	L				I			
tuf	Central Tunebo	L				I			
tug	Tunia	L				I			
tuh	Taulil	L				I			
tui	Tupuri	L				I			
tuj	Tugutil	L				I			
tuk	Turkmen	L	tuk	tuk	tk	I			
tul	Tula	L				I			
tum	Tumbuka	L	tum	tum		I			
tun	Tunica	L				I			
tuo	Tucano	L				I			
tuq	Tedaga	L				I			
tur	Turkish	L	tur	tur	tr	I			
tus	Tuscarora	L				I			
tuu	Tututni	L				I			
tuv	Turkana	L				I			
tux	Tuxináwa	E				I			
tuy	Tugen	L				I			
tuz	Turka	L				I			
tva	Vaghua	L				I			
tvd	Tsuvadi	L				I			
tve	Te'un	L				I			
tvk	Southeast Ambrym	L				I			
tvl	Tuvalu	L	tvl	tvl		I			
tvm	Tela-Masbuar	L				I			
tvn	Tavoyan	L				I			
tvo	Tidore	L				I			
tvs	Taveta	L				I			
tvt	Tutsa Naga	L				I			
tvu	Tunen	L				I			
tvw	Sedoa	L				I			
tvx	Taivoan	E				I			
tvy	Timor Pidgin	E				I			
twa	Twana	E				I			
twb	Western Tawbuid	L				I			
twc	Teshenawa	E				I			
twd	Twents	L				I			
twe	Tewa (Indonesia)	L				I			
twf	Northern Tiwa	L				I			
twg	Tereweng	L				I			
twh	Tai Dón	L				I			
twi	Twi	L	twi	twi	tw	I			
twl	Tawara	L				I			
twm	Tawang Monpa	L				I			
twn	Twendi	L				I			
two	Tswapong	L				I			
twp	Ere	L				I			
twq	Tasawaq	L				I			
twr	Southwestern Tarahumara	L				I			
twt	Turiwára	E				I			
twu	Termanu	L				I			
tww	Tuwari	L				I			
twx	Tewe	L				I			
twy	Tawoyan	L				I			
txa	Tombonuo	L				I			
txb	Tokharian B	A				I			
txc	Tsetsaut	E				I			
txe	Totoli	L				I			
txg	Tangut	A				I			
txh	Thracian	A				I			
txi	Ikpeng	L				I			
txj	Tarjumo	L				I			
txm	Tomini	L				I			
txn	West Tarangan	L				I			
txo	Toto	L				I			
txq	Tii	L				I			
txr	Tartessian	A				I			
txs	Tonsea	L				I			
txt	Citak	L				I			
txu	Kayapó	L				I			
txx	Tatana	L				I			
txy	Tanosy Malagasy	L				I			
tya	Tauya	L				I			
tye	Kyanga	L				I			
tyh	O'du	L				I			
tyi	Teke-Tsaayi	L				I			
tyj	Tai Do	L				I			
tyl	Thu Lao	L				I			
tyn	Kombai	L				I			
typ	Thaypan	E				I			
tyr	Tai Daeng	L				I			
tys	Tày Sa Pa	L				I			
tyt	Tày Tac	L				I			
tyu	Kua	L				I			
tyv	Tuvinian	L	tyv	tyv		I			
tyx	Teke-Tyee	L				I			
tyy	Tiyaa	L				I			
tyz	Tày	L				I			
tza	Tanzanian Sign Language	L				I			
tzh	Tzeltal	L				I			
tzj	Tz'utujil	L				I			
tzl	Talossan	C				I			
tzm	Central Atlas Tamazight	L				I			
tzn	Tugun	L				I			
tzo	Tzotzil	L				I			
tzx	Tabriak	L				I			
uam	Uamué	E				I			
uan	Kuan	L				I			
uar	Tairuma	L				I			
uba	Ubang	L				I			
ubi	Ubi	L				I			
ubl	Buhi'non Bikol	L				I			
ubr	Ubir	L				I			
ubu	Umbu-Ungu	L				I			
uby	Ubykh	E				I			
uda	Uda	L				I			
ude	Udihe	L				I			
udg	Muduga	L				I			
udi	Udi	L				I			
udj	Ujir	L				I			
udl	Wuzlam	L				I			
udm	Udmurt	L	udm	udm		I			
udu	Uduk	L				I			
ues	Kioko	L				I			
ufi	Ufim	L				I			
uga	Ugaritic	A	uga	uga		I			
ugb	Kuku-Ugbanh	E				I			
uge	Ughele	L				I			
ugh	Kubachi	L				I			
ugn	Ugandan Sign Language	L				I			
ugo	Ugong	L				I			
ugy	Uruguayan Sign Language	L				I			
uha	Uhami	L				I			
uhn	Damal	L				I			
uig	Uighur	L	uig	uig	ug	I			
uis	Uisai	L				I			
uiv	Iyive	L				I			
uji	Tanjijili	L				I			
uka	Kaburi	L				I			
ukg	Ukuriguma	L				I			
ukh	Ukhwejo	L				I			
uki	Kui (India)	L				I			
ukk	Muak Sa-aak	L				I			
ukl	Ukrainian Sign Language	L				I			
ukp	Ukpe-Bayobiri	L				I			
ukq	Ukwa	L				I			
ukr	Ukrainian	L	ukr	ukr	uk	I			
uks	Urubú-Kaapor Sign Language	L				I			
uku	Ukue	L				I			
ukv	Kuku	L				I			
ukw	Ukwuani-Aboh-Ndoni	L				I			
uky	Kuuk-Yak	E				I			
ula	Fungwa	L				I			
ulb	Ulukwumi	L				I			
ulc	Ulch	L				I			
ule	Lule	E				I			
ulf	Usku	L				I			
uli	Ulithian	L				I			
ulk	Meriam Mir	L				I			
ull	Ullatan	L				I			
ulm	Ulumanda'	L				I			
uln	Unserdeutsch	L				I			
ulu	Uma' Lung	L				I			
ulw	Ulwa	L				I			
uma	Umatilla	L				I			
umb	Umbundu	L	umb	umb		I			
umc	Marrucinian	A				I			
umd	Umbindhamu	E				I			
umg	Morrobalama	E				I			
umi	Ukit	L				I			
umm	Umon	L				I			
umn	Makyan Naga	L				I			
umo	Umotína	E				I			
ump	Umpila	L				I			
umr	Umbugarla	E				I			
ums	Pendau	L				I			
umu	Munsee	L				I			
una	North Watut	L				I			
und	Undetermined	S	und	und		S			
une	Uneme	L				I			
ung	Ngarinyin	L				I			
uni	Uni	L				I			
unk	Enawené-Nawé	L				I			
unm	Unami	E				I			
unn	Kurnai	L				I			
unr	Mundari	L				I			
unu	Unubahe	L				I			
unx	Munda	L				I			
unz	Unde Kaili	L				I			
uon	Kulon	E				I			
upi	Umeda	L				I			
upv	Uripiv-Wala-Rano-Atchin	L				I			
ura	Urarina	L				I			
urb	Urubú-Kaapor	L				I			
urc	Urningangg	E				I			
urd	Urdu	L	urd	urd	ur	I			
ure	Uru	L				I			
urf	Uradhi	E				I			
urg	Urigina	L				I			
urh	Urhobo	L				I			
uri	Urim	L				I			
urk	Urak Lawoi'	L				I			
url	Urali	L				I			
urm	Urapmin	L				I			
urn	Uruangnirin	L				I			
uro	Ura (Papua New Guinea)	L				I			
urp	Uru-Pa-In	L				I			
urr	Lehalurup	L				I			
urt	Urat	L				I			
uru	Urumi	E				I			
urv	Uruava	E				I			
urw	Sop	L				I			
urx	Urimo	L				I			
ury	Orya	L				I			
urz	Uru-Eu-Wau-Wau	L				I			
usa	Usarufa	L				I			
ush	Ushojo	L				I			
usi	Usui	L				I			
usk	Usaghade	L				I			
usp	Uspanteco	L				I			
uss	us-Saare	L				I			
usu	Uya	L				I			
uta	Otank	L				I			
ute	Ute-Southern Paiute	L				I			
uth	ut-Hun	L				I			
utp	Amba (Solomon Islands)	L				I			
utr	Etulo	L				I			
utu	Utu	L				I			
uum	Urum	L				I			
uur	Ura (Vanuatu)	L				I			
uuu	U	L				I			
uve	West Uvean	L				I			
uvh	Uri	L				I			
uvl	Lote	L				I			
uwa	Kuku-Uwanh	L				I			
uya	Doko-Uyanga	L				I			
uzb	Uzbek	L	uzb	uzb	uz	M			
uzn	Northern Uzbek	L				I			
uzs	Southern Uzbek	L				I			
vaa	Vaagri Booli	L				I			
vae	Vale	L				I			
vaf	Vafsi	L				I			
vag	Vagla	L				I			
